"country","item","element","Unit","Date","Value"
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",693822
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",733214
"Rwanda","Meat live weight, pig","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",841141.2
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",520252.03
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",661566.16
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",780378.04
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",722728.12
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",665078.2
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",611533.3
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",708200
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",739266.7
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",741012.1
"Rwanda","Meat live weight, pig","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",841141.2
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2006",941.567967
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2007",1209.544039
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2008",1427.044833
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2009",1272.072727
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2010",1140.922924
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2011",1018.7
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2012",1152.9
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2013",1143.3
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2014",1086.7
"Rwanda","Meat live weight, pig","Producer Price (US $/tonne)","US $/tonne","2015",1166.7
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",424466
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",461980.1875
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",503766.8125
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",581539.25
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",641738.375
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",656927.4375
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",706173.9
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",639502
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",681549
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",653601
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",672269
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",740643
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",727359
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",741993
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",708691
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",729975
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",721272
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",737248
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",719923
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",730695.7
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",712017
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M2",706574
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M3",724409
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M4",724082
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M5",733218
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M6",731800
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M7",760042
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M8",726239
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M9",758486
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M10",732355
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M11",720639
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M12",738546
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013",752521.7
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M1",726464
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M2",691491
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M3",712678
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M4",745950
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M5",744069
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M6",761842
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M7",770462
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M8",763018
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M9",746742
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M10",775426
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M11",797558
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2013M12",794506
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014",776862.5
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M1",769817
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M2",764612
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M3",770587
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M4",785135
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M5",759184
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M6",782083
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M7",791224
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M8",778935
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M9",757864
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M10",778177
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M11",779344
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2014M12",805389
"Rwanda","Meat live weight, sheep","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2015",821334.6
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2005",424466
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2006",461980.1875
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2007",503766.8125
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2008",581539.25
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2009",641738.375
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2010",656927.4375
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2011",706173.9
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2012",730695.7
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2013",752521.7
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2014",776862.5
"Rwanda","Meat live weight, sheep","Producer Price (Standard local Currency/tonne)","Standard Local Currency/tonne","2015",821334.6
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2005",763.570677
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2006",836.105812
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2007",921.038865
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2008",1063.436616
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2009",1129.522793
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2010",1126.94052
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2011",1176.4
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2012",1189.5
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2013",1163.7
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2014",1139.3
"Rwanda","Meat live weight, sheep","Producer Price (US $/tonne)","US $/tonne","2015",1139.2
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2005",756542
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2006",903000
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2007",915000
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2008",1254000
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2009",879318.4
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2010",1211188.375
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011",1543058.4
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M1",1462727
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M2",1493249
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M3",1496415
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M4",1519684
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M5",1530015
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M6",1489593
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M7",1507237
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M8",1538399
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M9",1574596
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M10",1623358
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M11",1627991
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2011M12",1653436
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012",1718579.6
"Rwanda","Meat, cattle","Producer Price (Local Currency Unit/tonne)","Local Currency Unit/tonne","2012M1",1699239
